#! FIELDS cv1 file.free der_cv1
#! SET min_cv1 0
#! SET max_cv1 3.0
#! SET nbins_cv1  301
#! SET periodic_cv1 false
    0.000000000   -0.010088644   -0.571003175
    0.010000000   -0.017661500   -0.938524226
    0.020000000   -0.029630925   -1.470125843
    0.030000000   -0.048220128   -2.231996551
    0.040000000   -0.075285439   -3.223998702
    0.050000000   -0.113937973   -4.503573077
    0.060000000   -0.166392121   -6.027567787
    0.070000000   -0.235360172   -7.774856150
    0.080000000   -0.323041757   -9.692778263
    0.090000000   -0.430484473  -11.678305209
    0.100000000   -0.557178226  -13.581071613
    0.110000000   -0.701859940  -15.287618940
    0.120000000   -0.862545017  -16.735536370
    0.130000000   -1.035872899  -17.853203071
    0.140000000   -1.218967495  -18.673819711
    0.150000000   -1.409182345  -19.269886319
    0.160000000   -1.604826684  -19.755993649
    0.170000000   -1.804573409  -20.198798895
    0.180000000   -2.009030864  -20.707933415
    0.190000000   -2.219962773  -21.373602915
    0.200000000   -2.437467485  -22.082134878
    0.210000000   -2.661622056  -22.705548014
    0.220000000   -2.891065271  -23.068102948
    0.230000000   -3.121937773  -22.941858402
    0.240000000   -3.348220797  -22.128264691
    0.250000000   -3.562232348  -20.506274944
    0.260000000   -3.756264886  -18.116987223
    0.270000000   -3.923503321  -15.138872275
    0.280000000   -4.058695273  -11.819209343
    0.290000000   -4.160239400   -8.507194936
    0.300000000   -4.230282988   -5.566460935
    0.310000000   -4.275425920   -3.383226782
    0.320000000   -4.302769107   -2.099784644
    0.330000000   -4.321113381   -1.759245837
    0.340000000   -4.340969539   -2.287157296
    0.350000000   -4.370092337   -3.629009841
    0.360000000   -4.416008160   -5.595095965
    0.370000000   -4.484160569   -8.033875789
    0.380000000   -4.578682819  -10.822742379
    0.390000000   -4.702182022  -13.865852165
    0.400000000   -4.856542360  -17.105589729
    0.410000000   -5.043749152  -20.341536823
    0.420000000   -5.263593561  -23.593889509
    0.430000000   -5.514968777  -26.561353500
    0.440000000   -5.793983566  -29.050917376
    0.450000000   -6.093464233  -30.734750717
    0.460000000   -6.404201215  -31.268406099
    0.470000000   -6.713575415  -30.387649823
    0.480000000   -7.006954411  -28.001326535
    0.490000000   -7.269302705  -24.312317973
    0.500000000   -7.489879994  -19.584933715
    0.510000000   -7.659683550  -14.334429008
    0.520000000   -7.776843996   -9.161774628
    0.530000000   -7.844852018   -4.647387696
    0.540000000   -7.873655708   -1.240320763
    0.550000000   -7.876274733    0.599260139
    0.560000000   -7.867922586    0.661055453
    0.570000000   -7.867295312   -0.784240677
    0.580000000   -7.888245176   -3.575454604
    0.590000000   -7.941449629   -7.292402825
    0.600000000   -8.034275530  -11.369130824
    0.610000000   -8.167670089  -15.297693708
    0.620000000   -8.338476433  -18.596968577
    0.630000000   -8.536977895  -20.948951454
    0.640000000   -8.753217201  -22.149900836
    0.650000000   -8.975371559  -22.087844892
    0.660000000   -9.191186519  -20.804253133
    0.670000000   -9.388973673  -18.478726261
    0.680000000   -9.557319976  -15.395831135
    0.690000000   -9.692108456  -11.669650327
    0.700000000   -9.788534235   -7.633521205
    0.710000000   -9.845203703   -3.826763076
    0.720000000   -9.866550025   -0.735780403
    0.730000000   -9.863152691    1.159295771
    0.740000000   -9.848055603    1.505678388
    0.750000000   -9.837402249    0.223569737
    0.760000000   -9.846887320   -2.464126648
    0.770000000   -9.888456396   -6.040795739
    0.780000000   -9.968013133   -9.718751096
    0.790000000  -10.081319848  -12.758389162
    0.800000000  -10.218221595  -14.304056797
    0.810000000  -10.360048265  -13.888544819
    0.820000000  -10.487267304  -11.384395049
    0.830000000  -10.579630187   -7.070813793
    0.840000000  -10.623094267   -1.634483274
    0.850000000  -10.610729537    4.022632234
    0.860000000  -10.544375823    9.022383494
    0.870000000  -10.433546953   12.708662609
    0.880000000  -10.294460961   14.723477391
    0.890000000  -10.144143848   14.953393049
    0.900000000   -9.998877028   13.692904363
    0.910000000   -9.872198476   11.392660997
    0.920000000   -9.771684483    8.466921116
    0.930000000   -9.700658151    5.491697921
    0.940000000   -9.659285492    2.811899969
    0.950000000   -9.643359905    0.419706863
    0.960000000   -9.649417300   -1.629509551
    0.970000000   -9.675405552   -3.621166752
    0.980000000   -9.722113334   -5.807342418
    0.990000000   -9.790308497   -8.181328685
    1.000000000   -9.884166869  -10.730533695
    1.010000000  -10.002662751  -13.200623845
    1.020000000  -10.144222397  -15.230413516
    1.030000000  -10.301996105  -16.413199526
    1.040000000  -10.466865930  -16.455297664
    1.050000000  -10.625310233  -15.141593299
    1.060000000  -10.764018881  -12.669946390
    1.070000000  -10.872824104   -9.066720595
    1.080000000  -10.942721316   -4.829558083
    1.090000000  -10.969396162   -0.440288192
    1.100000000  -10.951895072    3.651120129
    1.110000000  -10.896449012    7.158298686
    1.120000000  -10.809779003    9.903198946
    1.130000000  -10.700595293   11.664539664
    1.140000000  -10.578999076   12.362770251
    1.150000000  -10.456387543   11.887045518
    1.160000000  -10.343073596   10.426352041
    1.170000000  -10.248399120    8.103862871
    1.180000000  -10.180674506    5.267325110
    1.190000000  -10.143546309    2.052652324
    1.200000000  -10.138536216   -0.941416911
    1.210000000  -10.161049162   -3.476165526
    1.220000000  -10.204230683   -5.162869893
    1.230000000  -10.258419624   -5.799464632
    1.240000000  -10.313673497   -5.268699389
    1.250000000  -10.358428255   -3.797328478
    1.260000000  -10.384735003   -1.635862766
    1.270000000  -10.388823768    0.804777470
    1.280000000  -10.368246596    3.129205451
    1.290000000  -10.326886677    4.877672903
    1.300000000  -10.271381914    5.980174559
    1.310000000  -10.208428101    6.333078840
    1.320000000  -10.144782609    6.007820245
    1.330000000  -10.088160980    5.213657196
    1.340000000  -10.041194744    4.032593597
    1.350000000  -10.006716831    2.569431386
    1.360000000   -9.988732183    1.034323492
    1.370000000   -9.985623446   -0.754391504
    1.380000000  -10.001221269   -2.554375631
    1.390000000  -10.036496426   -4.524391133
    1.400000000  -10.091948077   -6.538348180
    1.410000000  -10.166200609   -8.496642030
    1.420000000  -10.258838579  -10.004692708
    1.430000000  -10.363060275  -10.943791755
    1.440000000  -10.472404208  -10.868980846
    1.450000000  -10.575778018   -9.723511614
    1.460000000  -10.661284600   -7.409136052
    1.470000000  -10.719346787   -4.144054058
    1.480000000  -10.740821885   -0.265580110
    1.490000000  -10.722780531    3.799057501
    1.500000000  -10.665831241    7.366422237
    1.510000000  -10.577988694    9.903192475
    1.520000000  -10.470986626   10.920652352
    1.530000000  -10.362527940   10.310666390
    1.540000000  -10.268172006    8.159002929
    1.550000000  -10.203303185    4.749000450
    1.560000000  -10.174163171    0.704733246
    1.570000000  -10.186372063   -3.206441317
    1.580000000  -10.234284169   -6.368234639
    1.590000000  -10.307882326   -8.158335834
    1.600000000  -10.391572435   -8.329687138
    1.610000000  -10.467958992   -6.797255262
    1.620000000  -10.520701855   -3.713392684
    1.630000000  -10.537555886    0.380691978
    1.640000000  -10.511152037    4.808460656
    1.650000000  -10.441789739    8.919408108
    1.660000000  -10.335245836   11.888786687
    1.670000000  -10.206164363   13.316790175
    1.680000000  -10.072294477   12.842153963
