#! FIELDS cv1 file.free der_cv1
#! SET min_cv1 0
#! SET max_cv1 3.0
#! SET nbins_cv1  301
#! SET periodic_cv1 false
    0.000000000 -201.446739064 -2300.587655855
    0.010000000 -222.706227123 -1931.260734300
    0.020000000 -239.855040566 -1487.264604089
    0.030000000 -252.421046085 -1025.008111754
    0.040000000 -260.511651831 -600.572845207
    0.050000000 -264.736948462 -257.966199627
    0.060000000 -266.061999879  -22.398924802
    0.070000000 -265.588412140  102.914060385
    0.080000000 -264.353288969  133.640048612
    0.090000000 -263.169342141   97.840795964
    0.100000000 -262.543182108   27.664067121
    0.110000000 -262.664529432  -47.616227417
    0.120000000 -263.475036273 -107.371331998
    0.130000000 -264.757525408 -141.128575418
    0.140000000 -266.246230670 -148.421318616
    0.150000000 -267.689798502 -134.529779592
    0.160000000 -268.929467002 -109.091086775
    0.170000000 -269.893075064  -81.140139687
    0.180000000 -270.596662994  -57.878386443
    0.190000000 -271.060289823  -47.120283666
    0.200000000 -271.437485881  -44.961411414
    0.210000000 -271.846417052  -45.937923546
    0.220000000 -272.303808108  -49.861857404
    0.230000000 -272.815970531  -54.164755566
    0.240000000 -273.363558703  -56.678969332
    0.250000000 -273.922653016  -56.083120423
    0.260000000 -274.453516334  -51.412288608
    0.270000000 -274.930266660  -43.982803342
    0.280000000 -275.313223992  -34.613983882
    0.290000000 -275.595660023  -25.613666152
    0.300000000 -275.791305745  -17.595070853
    0.310000000 -275.914099663  -12.038337057
    0.320000000 -275.996034456   -8.386035220
    0.330000000 -276.054129604   -7.114910038
    0.340000000 -276.109894156   -7.585471110
    0.350000000 -276.172358925   -9.064964482
    0.360000000 -276.252626730   -9.836380154
    0.370000000 -276.335383956   -9.636975930
    0.380000000 -276.407241862   -8.309515341
    0.390000000 -276.459581236   -5.737411378
    0.400000000 -276.482818630   -1.461254701
    0.410000000 -276.458017176    3.056548650
    0.420000000 -276.384306834    7.752262396
    0.430000000 -276.265101311   12.257106970
    0.440000000 -276.100861457   16.205231457
    0.450000000 -275.905842402   19.379727423
    0.460000000 -275.686018934   21.566234895
    0.470000000 -275.450217283   22.218656705
    0.480000000 -275.216806187   21.408882665
    0.490000000 -274.988375268   19.842618177
    0.500000000 -274.784407236   17.735316001
    0.510000000 -274.599827615   14.888335127
    0.520000000 -274.441742634   13.707135953
    0.530000000 -274.290610110   12.863835241
    0.540000000 -274.143057292   13.872863992
    0.550000000 -273.981512463   15.652783454
    0.560000000 -273.796931423   17.331243148
    0.570000000 -273.588836179   19.182628278
    0.580000000 -273.366303514   21.027001429
    0.590000000 -273.135370308   21.466108869
    0.600000000 -272.908372350   20.690931664
    0.610000000 -272.695257322   19.017740916
    0.620000000 -272.499371956   16.302345179
    0.630000000 -272.331102409   13.956453995
    0.640000000 -272.177191478   12.201304370
    0.650000000 -272.041047729   12.935935107
    0.660000000 -271.885791829   15.377717757
    0.670000000 -271.689406039   20.215633942
    0.680000000 -271.437799296   26.550353203
    0.690000000 -271.116330066   33.703793127
    0.700000000 -270.727194481   39.876494547
    0.710000000 -270.286361632   43.992276775
    0.720000000 -269.821229493   44.904193031
    0.730000000 -269.366317863   42.203546193
    0.740000000 -268.949090293   37.139442471
    0.750000000 -268.591779395   30.910616525
    0.760000000 -268.290878559   25.533951678
    0.770000000 -268.031382673   23.474108067
    0.780000000 -267.769113373   25.255015207
    0.790000000 -267.472708591   31.359054663
    0.800000000 -267.097383952   40.856723291
    0.810000000 -266.621857888   51.194662074
    0.820000000 -266.047556636   59.595460892
    0.830000000 -265.406266761   64.170628011
    0.840000000 -264.748172725   62.853817980
    0.850000000 -264.125571222   56.198042073
    0.860000000 -263.601292353   46.061850179
    0.870000000 -263.183619918   33.591709834
    0.880000000 -262.883991981   21.905502927
    0.890000000 -262.688632904   14.409268372
    0.900000000 -262.544130617   10.942111371
    0.910000000 -262.418916117   11.858041380
    0.920000000 -262.268104286   14.928295392
    0.930000000 -262.077598257   18.761720508
    0.940000000 -261.859909534   21.760412634
    0.950000000 -261.626592686   22.263177640
    0.960000000 -261.394040488   19.752316138
    0.970000000 -261.196932336   15.302163847
    0.980000000 -261.051146846   10.488719014
    0.990000000 -260.950676092    6.173283174
    1.000000000 -260.887597957    3.287394270
