#! FIELDS cv1 file.free der_cv1
#! SET min_cv1 0
#! SET max_cv1 3.0
#! SET nbins_cv1  301
#! SET periodic_cv1 false
    0.000000000  -54.724877722 -878.603294722
    0.010000000  -63.398768448 -848.042359954
    0.020000000  -71.573514658 -779.761909294
    0.030000000  -78.907280866 -681.623363406
    0.040000000  -85.157185252 -565.154411995
    0.050000000  -90.204869027 -443.415553510
    0.060000000  -94.060938942 -328.753070344
    0.070000000  -96.849078719 -230.958133383
    0.080000000  -98.769578066 -155.812194183
    0.090000000 -100.061187990 -105.005434629
    0.100000000 -100.957790646  -76.380093761
    0.110000000 -101.659906387  -65.289415395
    0.120000000 -102.316220405  -65.987136010
    0.130000000 -103.010750618  -72.379726693
    0.140000000 -103.777737781  -79.722752327
    0.150000000 -104.611184656  -84.886297078
    0.160000000 -105.475874286  -86.066399193
    0.170000000 -106.331932143  -83.208238271
    0.180000000 -107.143963065  -77.287643521
    0.190000000 -107.881263611  -69.834105120
    0.200000000 -108.532204805  -62.491574448
    0.210000000 -109.109750229  -55.222270177
    0.220000000 -109.620568837  -48.829491501
    0.230000000 -110.073275770  -43.368584048
    0.240000000 -110.478917240  -38.621925467
    0.250000000 -110.836472682  -34.603970016
    0.260000000 -111.157308207  -31.165437012
    0.270000000 -111.451446049  -28.421655368
    0.280000000 -111.723696010  -27.041497849
    0.290000000 -111.987921514  -27.051377966
    0.300000000 -112.260374434  -28.759095945
    0.310000000 -112.558962818  -31.794978904
    0.320000000 -112.891813789  -35.731677743
    0.330000000 -113.259585561  -39.170650967
    0.340000000 -113.659028456  -41.371708979
    0.350000000 -114.070458320  -41.787082081
    0.360000000 -114.471413874  -40.223289762
    0.370000000 -114.855577313  -37.055167935
    0.380000000 -115.202162417  -33.497945437
    0.390000000 -115.511751289  -30.120771382
    0.400000000 -115.794438889  -27.942766674
    0.410000000 -116.062846054  -27.356488390
    0.420000000 -116.334658772  -28.288166626
    0.430000000 -116.620783216  -30.086572018
    0.440000000 -116.922531116  -31.731559489
    0.450000000 -117.235975932  -31.970702841
    0.460000000 -117.541206021  -30.485060033
    0.470000000 -117.821585272  -26.591138369
    0.480000000 -118.054843581  -21.144105174
    0.490000000 -118.228270347  -15.407519572
    0.500000000 -118.351006176  -10.393789218
    0.510000000 -118.433916925   -7.549681049
    0.520000000 -118.497117336   -7.355113262
    0.530000000 -118.572818468   -9.413449732
    0.540000000 -118.676367562  -12.880141162
    0.550000000 -118.815223799  -16.559340162
    0.560000000 -118.988280888  -18.867938006
    0.570000000 -119.172918560  -18.852724409
    0.580000000 -119.342497358  -15.818514259
    0.590000000 -119.465513629  -10.201982614
    0.600000000 -119.519147657   -2.513329468
    0.610000000 -119.494872892    5.698418854
    0.620000000 -119.394565607   13.172503919
    0.630000000 -119.230745149   17.990348404
    0.640000000 -119.034974061   18.994245862
    0.650000000 -118.846223587   16.325072728
    0.660000000 -118.701474074   10.554578617
    0.670000000 -118.629048139    2.463776921
    0.680000000 -118.636660876   -6.076794568
    0.690000000 -118.725882381  -13.206720321
    0.700000000 -118.873598226  -16.734419694
    0.710000000 -119.034624242  -16.353429035
    0.720000000 -119.171577331  -11.650491601
    0.730000000 -119.248249892   -3.743899896
    0.740000000 -119.230213976    5.300593732
    0.750000000 -119.123283181   13.848197940
    0.760000000 -118.943227213   20.264480680
    0.770000000 -118.713477886   23.175743587
    0.780000000 -118.477133459   22.303112208
    0.790000000 -118.264110420   18.225288818
    0.800000000 -118.101631514   12.372392752
    0.810000000 -118.002284563    6.140289202
    0.820000000 -117.958892125    0.729847001
    0.830000000 -117.964202706   -3.545555487
    0.840000000 -118.007326908   -6.507799219
    0.850000000 -118.075504779   -8.348111784
    0.860000000 -118.159686619   -9.394180740
    0.870000000 -118.251727441  -10.195854181
    0.880000000 -118.346043584  -10.415713539
    0.890000000 -118.437590690   -9.108360793
    0.900000000 -118.504458386   -5.963874085
    0.910000000 -118.534024779   -0.646556141
    0.920000000 -118.496002493    6.813566329
    0.930000000 -118.372127861   15.975557391
    0.940000000 -118.153059316   25.966230953
    0.950000000 -117.834411180   35.931358282
    0.960000000 -117.423934600   44.307800565
    0.970000000 -116.944575970   50.015190426
    0.980000000 -116.424568253   52.107515184
    0.990000000 -115.899811472   50.884741038
    1.000000000 -115.405662629   45.819289162
    1.010000000 -114.973600120   37.944308679
    1.020000000 -114.633360812   28.261346866
    1.030000000 -114.395388429   17.982893403
    1.040000000 -114.258921277    7.558582874
    1.050000000 -114.225835570   -1.672166575
    1.060000000 -114.274375213   -9.649055115
    1.070000000 -114.397022650  -15.717930757
    1.080000000 -114.568106553  -19.925983719
    1.090000000 -114.775334916  -22.640043792
    1.100000000 -115.001292953  -24.091777847
    1.110000000 -115.234472902  -23.826231449
    1.120000000 -115.459629906  -22.822312442
    1.130000000 -115.668799170  -20.807205385
    1.140000000 -115.857933315  -17.917839260
    1.150000000 -116.013439379  -14.954806394
    1.160000000 -116.139478878  -11.655021304
    1.170000000 -116.230636279   -8.288926355
    1.180000000 -116.289716239   -5.234645482
    1.190000000 -116.326698646   -2.761797239
    1.200000000 -116.340419690   -1.404007955
    1.210000000 -116.342071391   -1.013010753
    1.220000000 -116.349567133   -1.876882104
    1.230000000 -116.371747210   -3.722769286
    1.240000000 -116.415050994   -6.681322133
    1.250000000 -116.492515579  -10.313129042
    1.260000000 -116.607572604  -14.320804544
    1.270000000 -116.766285836  -18.279740405
    1.280000000 -116.961559884  -22.441836172
    1.290000000 -117.198494967  -26.085259840
    1.300000000 -117.467108692  -29.052047759
    1.310000000 -117.762700833  -31.475466765
    1.320000000 -118.077412747  -32.873787384
    1.330000000 -118.404508522  -33.301323004
    1.340000000 -118.729439806  -32.923342930
    1.350000000 -119.042006220  -31.457733005
    1.360000000 -119.341135791  -29.309050761
    1.370000000 -119.616985974  -27.335682069
    1.380000000 -119.874416950  -25.610640888
    1.390000000 -120.118057590  -25.064041315
    1.400000000 -120.364444875  -25.605066916
    1.410000000 -120.619343403  -27.379193080
    1.420000000 -120.898672166  -30.280548802
    1.430000000 -121.212091048  -33.744134790
    1.440000000 -121.561357371  -37.491761027
    1.450000000 -121.947749773  -40.527212077
    1.460000000 -122.359075809  -42.989419512
    1.470000000 -122.785511787  -44.225373070
    1.480000000 -123.219964527  -43.386932600
    1.490000000 -123.636606421  -40.952254460
    1.500000000 -124.021491407  -36.706975726
    1.510000000 -124.352962537  -30.747847187
    1.520000000 -124.616237627  -23.406413855
    1.530000000 -124.800359051  -15.185928812
    1.540000000 -124.905084955   -6.953334639
    1.550000000 -124.932128492    0.223731117
    1.560000000 -124.893975545    5.048051132
    1.570000000 -124.822672610    7.356711722
    1.580000000 -124.745233356    6.916320415
    1.590000000 -124.680457140    3.797136200
    1.600000000 -124.657844089   -0.928143943
    1.610000000 -124.686379598   -6.211099721
    1.620000000 -124.765585951  -10.878601286
    1.630000000 -124.889445548  -14.509925341
    1.640000000 -125.036805127  -16.236607390
    1.650000000 -125.192441626  -16.430757692
    1.660000000 -125.342453182  -15.273502258
    1.670000000 -125.481104991  -13.445779162
    1.680000000 -125.599178143  -12.285845972
    1.690000000 -125.714575403  -11.955690912
    1.700000000 -125.827231315  -12.785525181
    1.710000000 -125.955272325  -14.523316018
