#! FIELDS cv1 file.free der_cv1
#! SET min_cv1 0
#! SET max_cv1 3.0
#! SET nbins_cv1  301
#! SET periodic_cv1 false
    0.000000000  -54.724877722 -878.603294722
    1.720000000 -126.103893622  -16.383571215
    1.730000000 -126.267528473  -18.372097041
    1.740000000 -126.447818701  -19.762843381
    1.750000000 -126.639993754  -19.988553888
    1.760000000 -126.829013462  -19.341090895
    1.770000000 -127.007684121  -17.679710075
    1.780000000 -127.166879294  -15.070718470
    1.790000000 -127.294660426  -11.922036243
    1.800000000 -127.386787949   -7.992234282
    1.810000000 -127.437050191   -3.856754458
    1.820000000 -127.443196989    1.026339320
    1.830000000 -127.399543168    6.195246117
    1.840000000 -127.299321973   11.750968827
    1.850000000 -127.146475916   17.543012072
    1.860000000 -126.933798877   23.269678599
    1.870000000 -126.664663130   28.726840534
    1.880000000 -126.342385861   33.741691079
    1.890000000 -125.976782069   37.827628433
    1.900000000 -125.572851252   41.124427500
    1.910000000 -125.141839463   43.144415852
    1.920000000 -124.695330475   44.717511357
    1.930000000 -124.233145071   45.899373391
    1.940000000 -123.756579694   47.221459323
    1.950000000 -123.265120415   48.929023092
    1.960000000 -122.757128480   51.145474505
    1.970000000 -122.225075428   53.563756570
    1.980000000 -121.667205302   55.869457174
    1.990000000 -121.088364105   58.238064034
    2.000000000 -120.482683992   60.067782565
    2.010000000 -119.862683954   62.209440302
    2.020000000 -119.216899323   64.917446176
    2.030000000 -118.541851921   68.673637145
    2.040000000 -117.821934208   73.723601173
    2.050000000 -117.046163222   80.004651406
    2.060000000 -116.197786738   87.220894364
    2.070000000 -115.273090585   95.567100103
    2.080000000 -114.263281545  103.670524280
    2.090000000 -113.178721867  111.260497832
    2.100000000 -112.024971523  117.588640430
    2.110000000 -110.814799017  121.953719704
    2.120000000 -109.569716418  124.395431426
    2.130000000 -108.311390580  125.016861098
    2.140000000 -107.054081803  124.251537213
    2.150000000 -105.806166596  122.817786258
    2.160000000 -104.572507070  121.978703361
    2.170000000 -103.342130404  122.402195009
    2.180000000 -102.095506562  124.829189423
    2.190000000 -100.814108830  130.110160180
    2.200000000  -99.465163668  137.775752800
    2.210000000  -98.026675800  148.070489980
    2.220000000  -96.475639786  159.672457282
    2.230000000  -94.804954237  172.193271082
    2.240000000  -93.009235737  184.421805294
    2.250000000  -91.097149932  195.859342461
    2.260000000  -89.074215857  205.785704248
    2.270000000  -86.962384631  214.415520550
    2.280000000  -84.767438930  221.654568405
    2.290000000  -82.503756986  228.391096791
    2.300000000  -80.175467995  235.067518426
    2.310000000  -77.777881690  242.043988154
    2.320000000  -75.308864360  249.233878249
    2.330000000  -72.767075203  256.497720347
    2.340000000  -70.153209493  263.635706797
    2.350000000  -67.470122953  270.304218331
    2.360000000  -64.723980203  276.556741774
    2.370000000  -61.916716598  282.631121324
    2.380000000  -59.044832597  289.046081913
    2.390000000  -56.104250686  296.944822877
    2.400000000  -53.074999521  306.686140028
    2.410000000  -49.939506368  318.681173398
    2.420000000  -46.673127235  332.124351914
    2.430000000  -43.268286360  346.228337243
    2.440000000  -39.728620608  359.490829952
    2.450000000  -36.069350673  369.673855359
    2.460000000  -32.329547592  374.932892728
    2.470000000  -28.569279789  374.064530168
    2.480000000  -24.853580840  365.920263105
    2.490000000  -21.258297311  350.400193465
    2.500000000  -17.852364968  327.712980504
    2.510000000  -14.703923786  299.196108511
    2.520000000  -11.862978683  266.308137506
    2.530000000   -9.366767132  231.059211666
    2.540000000   -7.227691045  195.066029805
    2.550000000   -5.445633769  160.206755724
    2.560000000   -4.001161416  127.832645781
    2.570000000   -2.863491808   98.986315044
    2.580000000   -1.995557557   74.443654060
    2.590000000   -1.349346313   54.056928237
    2.600000000   -0.886152992   38.020211313
    2.610000000   -0.562625105   25.731443624
    2.620000000   -0.345934063   16.822858493
    2.630000000   -0.207153147   10.718180904
    2.640000000   -0.117993185    6.443089236
    2.650000000   -0.064701818    3.721361375
    2.660000000   -0.033792274    2.040063272
    2.670000000   -0.015168414    0.943837947
    2.680000000   -0.007465880    0.489731758
    2.690000000   -0.003144928    0.215362686
    2.700000000   -0.000536466    0.037413058
    2.710000000   -0.000000000   -0.000000000
    2.720000000   -0.000000000   -0.000000000
    2.730000000   -0.000000000   -0.000000000
    2.740000000   -0.000000000   -0.000000000
    2.750000000   -0.000000000   -0.000000000
    2.760000000   -0.000000000   -0.000000000
    2.770000000   -0.000000000   -0.000000000
    2.780000000   -0.000000000   -0.000000000
    2.790000000   -0.000000000   -0.000000000
    2.800000000   -0.000000000   -0.000000000
    2.810000000   -0.000000000   -0.000000000
    2.820000000   -0.000000000   -0.000000000
    2.830000000   -0.000000000   -0.000000000
    2.840000000   -0.000000000   -0.000000000
    2.850000000   -0.000000000   -0.000000000
    2.860000000   -0.000000000   -0.000000000
    2.870000000   -0.000000000   -0.000000000
    2.880000000   -0.000000000   -0.000000000
    2.890000000   -0.000000000   -0.000000000
    2.900000000   -0.000000000   -0.000000000
    2.910000000   -0.000000000   -0.000000000
    2.920000000   -0.000000000   -0.000000000
    2.930000000   -0.000000000   -0.000000000
    2.940000000   -0.000000000   -0.000000000
    2.950000000   -0.000000000   -0.000000000
    2.960000000   -0.000000000   -0.000000000
    2.970000000   -0.000000000   -0.000000000
    2.980000000   -0.000000000   -0.000000000
    2.990000000   -0.000000000   -0.000000000
    3.000000000   -0.000000000   -0.000000000
